DB,SITEID,DUPL,TARGSITEID,LAT,LON,ELEV,DATE,TIME,STATE,MAPSHEET,LANDFORM TYPE,GEOMORPH1,GEOMORPH2,LANDUSE1,LANDUSE1a,LANDUSE2,LANDUSE2a,CONTAMtxt,TOSID,TOSTYPE,TOSTOPD,TOSBD,TOSRAD,TOSpH,BOSID,BOSTYPE,BOSTOPD,BOSBD,BOSRAD,BOSpH
field,2007190384,,TS0809,-22.938,132.823,571,13.04.2008,13:10,NT,Napperby,aeolian sheet,wind,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,,None,2007190384001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190384002,AUGER SAMPLE,0.6,0.8,1,6
field,2007190385,,TS1079,-25.238,143.799,216,28.05.2008,13:00,QLD,Windorah,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190385001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190385002,AUGER SAMPLE,0.66,0.96,1,6.5
field,2007190386,,TS0299,-21.615,115.925,61,02.04.2008,18:05,WA,Yarraloola,alluvial plain,channelled stream flow,over bank stream flow,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190386001,PIT TRENCH SAMPLE,0.01,0.08,1,8.5,2007190386002,AUGER SAMPLE,0.6,0.8,1,8
field,2007190387,,TS0639,-12.363,136.709,14,14.08.2009,12:30,NT,Gove,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,,2007190387001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190387002,AUGER SAMPLE,0.6,0.75,1,6.5
field,2007190389,2007190074,TS0110,-26.763,134.539,215,12.09.2009,,SA,Abminga,alluvial plain,over bank stream flow,wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,None,2007190389001,PIT TRENCH SAMPLE,0.05,0.1,1,6,2007190389002,PIT TRENCH SAMPLE,0.65,0.7,1,5
field,2007190390,,TS0798,-22.019,133.984,497,26.05.2008,11:30,NT,Alcoota,stagnant alluvial plain,detrital deposition still water,sand deposition wind,2 1 0 Grazing natural vegetation,,,,None,2007190390001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190390002,AUGER SAMPLE,0.6,0.8,1,6
field,2007190391,,TS0187,-26.303,139.386,25,25.10.2008,,SA,Pandie Pandie,anastomatic plain,over bank stream flow,wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,1 0 0 Conservation and Natural Environments,,,2007190391001,PIT TRENCH SAMPLE,0.05,0.1,1,6.5,2007190391002,PIT TRENCH SAMPLE,0.6,0.65,1,5.5
field,2007190392,,TS0910,-17.463,141.189,7,22.09.2007,13:30,QLD,Normanton,anastomatic plain,channelled stream flow,rilling/gullying,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190392001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190392002,AUGER SAMPLE,0.6,0.76,1,6
field,2007190393,2007191050,TS1334,-35.397,143.649,79,17.10.2007,14:00,VIC,Swan Hill,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,3 3 0 Dryland Cropping,5 2 2 Cattle,vehicle tracks throughout,2007190393001,PIT TRENCH SAMPLE,0,0.1,1,4.5,2007190393002,AUGER SAMPLE,0.59,0.84,1,4.5
field,2007190394,,TS1265,-33.034,146.645,191,05.09.2007,15:00,NSW,Cargelligo,flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Some camping sites ~100 m away  a little bit of rubbish but not within 10m of site,2007190394001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190394002,AUGER SAMPLE,0.58,0.83,1,9
field,2007190395,,TS0565,-31.352,123.61,203,22.01.2008,15:25,WA,Zanthus,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007190395001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190395002,AUGER SAMPLE,0.6,0.75,1,6.5
field,2007190396,,TS1243,-32.317,150.757,163,12.03.2008,16:55,NSW,Singleton,flood plain,over bank stream flow,,4 3 0 Irrigated cropping,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,clean site next to picnic site 150m away  no wire rubbish,2007190396001,PIT TRENCH SAMPLE,0,0.1,1,8,2007190396002,AUGER SAMPLE,0.51,0.8,1,8
field,2007190398,,TS0438,-28.749,122.193,399,26.03.2008,15:45,WA,Laverton,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190398001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190398002,AUGER SAMPLE,0.4,0.65,1,8.5
field,2007190399,,TS0711,-16.768,131.242,110,10.04.2008,11:00,NT,VRD,alluvial plain,over bank stream flow,channelled stream flow,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,None,2007190399001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190399002,AUGER SAMPLE,0.6,0.8,1,5
field,2007190401,,TS1083,-25.022,150.115,146,25.10.2007,08:55,QLD,Eidsvold,alluvial plain,water,over bank stream flow,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007190401001,PIT TRENCH SAMPLE,0,0.1,1,8,2007190401002,AUGER SAMPLE,0.6,0.7,1,9.5
field,2007190402,,TS0298,-21.343,119.352,182,06.06.2008,15:40,WA,Marble Bar,alluvial terrace,channelled stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,25 km downstream from Cooglegong Mining Centre ,2007190402001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190402002,PIT TRENCH SAMPLE,0.5,0.7,1,8.5
field,2007190403,,TS1120,-26.963,150.866,310,26.07.2007,11:15,QLD,Chinchilla,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,5m from fence  buried wire in first pit  pit not used for sampling ,2007190403001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190403002,AUGER SAMPLE,0.6,0.77,1,7.5
field,2007190404,,TS1068,-24.807,152.181,16,29.10.2007,10:00,QLD,Bundaberg,alluvial terrace,water,over bank stream flow,4 5 0 Irrigated seasonal horticulture,,4 3 0 Irrigated cropping,4 3 5 Irrigated sugar,,2007190404001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190404002,AUGER SAMPLE,0.6,0.75,1,4.5
field,2007190406,2007190285,TS0981,-21.531,147.048,179,15.10.2007,16:36,QLD,Mount Coolon,alluvial plain,water,over bank stream flow,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007190406001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190406002,AUGER SAMPLE,0.7,0.8,1,6.5
field,2007190407,,TS1075,-25.897,138.852,39,24.05.2008,11:00,QLD,Birdsville,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,50m upstream from the old seismic line transect,2007190407001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190407002,AUGER SAMPLE,0.62,0.95,1,5.5
field,2007190408,,TS0603,-33.315,115.837,10,05.07.2007,10:25,WA,Collie,flood plain,over bank stream flow,,3 2 0 Dryland Grazing modified pastures,5 2 2 Cattle,3 2 0 Dryland Grazing modified pastures,5 2 3 Sheep,,2007190408001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190408002,AUGER SAMPLE,0.6,0.83,1,7
field,2007190410,,TS0595,-32.327,124.899,125,25.01.2008,08:15,WA,Culver,peneplain,sheet flow sheet or surface wash,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,,2007190410001,PIT TRENCH SAMPLE,0,0.1,1,8,2007190410002,AUGER SAMPLE,0.6,0.75,1,8.5
field,2007190411,,TS0356,-23.465,117.572,309,07.05.2008,15:55,WA,Turee Creek,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190411001,PIT TRENCH SAMPLE,0,0.1,1,8,2007190411002,PIT TRENCH SAMPLE,0.6,0.8,1,8.5
field,2007190412,,TS0129,-34.699,139.494,35,03.06.2008,09:30,SA,Adelaide,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Fences 50m  and 100m   Either potentially a source of contamination but probably not serious ,2007190412001,PIT TRENCH SAMPLE,0.05,0.15,1,9,2007190412002,AUGER SAMPLE,0.5,0.9,1,9
field,2007190413,,TS0923,-18.165,139.136,32,20.09.2007,14:30,QLD,Lawnhill,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,,,2007190413001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190413002,AUGER SAMPLE,0.59,0.78,1,6
field,2007190414,2007191386,TS1346,-36.038,144.309,87,23.10.2007,14:30,VIC,Pyramid hill,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,4 3 0 Irrigated cropping,tak near creek bed 30m away,2007190414001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190414002,AUGER SAMPLE,0.62,0.84,1,7.5
field,2007190418,,TS0558,-31.14,118.478,278,05.12.2007,15:35,WA,Kellerberrin,flood plain,over bank stream flow,,3 3 0 Dryland Cropping,3 3 1 Dryland cereals,3 3 0 Dryland Cropping,,Nil,2007190418001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190418002,AUGER SAMPLE,0.6,0.9,1,5.5
field,2007190419,2007190974,TS0741,-18.577,136.116,208,10.10.2007,12:00,NT,Brunette Downs,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190419001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190419002,AUGER SAMPLE,0.6,0.7,1,5.5
field,2007190421,,TS0611,-33.772,119.957,46,16.12.2007,12:20,WA,Newdegate,flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,3 3 0 Dryland Cropping,3 3 1 Dryland cereals,Nil,2007190421001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190421002,PIT TRENCH SAMPLE,0.6,0.8,1,7.5
field,2007190422,,TS1163,-28.976,144.411,129,28.10.2008,13:58,QLD,Eulo,alluvial plain,channelled stream flow,over bank stream flow,1 0 0 Conservation and Natural Environments,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,200m from dirt track  50 metres from old wire fence,2007190422001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190422002,AUGER SAMPLE,0.61,0.76,1,8
field,2007190423,,TS0168,-29.414,139.518,23,13.09.2008,,SA,Callabonna,alluvial plain,over bank stream flow,wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190423001,PIT TRENCH SAMPLE,0.05,0.15,1,9.5,2007190423002,PIT TRENCH SAMPLE,0.7,0.9,1,9.5
field,2007190424,,TS0153,-31.392,140.718,70,26.09.2008,,SA,Curnamona,alluvial plain,over bank stream flow,wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190424001,PIT TRENCH SAMPLE,0.05,0.15,1,8,2007190424002,AUGER SAMPLE,0.65,0.9,1,9.5
field,2007190425,2007190768,TS1263,-33.157,147.451,220,05.09.2007,09:55,NSW,Forbes,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,adjacent cultivated land and cattle grazing,2007190425001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190425002,AUGER SAMPLE,0.6,0.75,1,5.5
field,2007190426,,TS1237,-31.851,147.132,204,05.11.2007,17:15,NSW,Nyngan,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,upstream of road; very min contam from wire  plastic,2007190426001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190426002,AUGER SAMPLE,0.59,0.81,1,6
field,2007190427,,TS0004,-34.219,135.554,36,24.11.2008,,SA,Lincoln,alluvial swamp,over bank stream flow,sand deposition wind,3 3 0 Dryland Cropping,3 3 1 Dryland cereals,3 3 0 Dryland Cropping,3 3 1 Dryland cereals,Adjacent crop area so agricultural chemicals might be anticipated,2007190427001,PIT TRENCH SAMPLE,0.05,0.1,1,8,2007190427002,PIT TRENCH SAMPLE,0.35,0.4,1,9.5
field,2007190428,,TS0787,-21.181,136.172,294,16.05.2008,13:20,NT,Elkedra,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,None,2007190428001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190428002,AUGER SAMPLE,0.6,0.8,1,5.5
field,2007190429,,TS1269,-33.361,150.947,28,13.03.2008,15:25,NSW,Sydney,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,cattle grazing  fence nearby 10m  clean site  no rubbish,2007190429001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190429002,AUGER SAMPLE,0.53,0.77,1,4.5
field,2007190430,,TS1142,-28.059,145.683,187,09.08.2008,14:10,QLD,Cunnamulla,flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,,2007190430001,PIT TRENCH SAMPLE,0,0.1,1,8,2007190430002,AUGER SAMPLE,0.62,0.91,1,9
field,2007190431,,TS1212,-30.548,141.026,63,28.05.2008,16:45,NSW,Cobham Lake,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 3 Sheep,clean site  in channel  no wire rubbish  cattle grazing,2007190431001,PIT TRENCH SAMPLE,0,0.1,1,9,2007190431002,AUGER SAMPLE,0.63,0.87,1,9.5
field,2007190432,,TS0489,-26.559,120.031,512,22.02.2008,13:05,WA,Wiluna,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190432001,PIT TRENCH SAMPLE,0,0.1,1,7,2007190432002,AUGER SAMPLE,0.6,0.7,1,8
field,2007190433,,TS0883,-15.2,144.434,129,06.08.2008,10:18,QLD,Cooktown,alluvial terrace,over bank stream flow,over bank stream flow,1 0 0 Conservation and Natural Environments,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Nil  samples moved 3km away from human contamination,2007190433001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190433002,AUGER SAMPLE,0.6,1.1,1,7.5
field,2007190434,2007191027,TS0593,-32.345,121.706,270,12.12.2007,16:00,WA,Norseman,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,Nil,2007190434001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190434002,AUGER SAMPLE,0.6,0.7,1,7.5
field,2007190435,,TS1021,-22.973,149.241,100,18.10.2007,12:20,QLD,Saint Lawrence,alluvial plain,water,over bank stream flow,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007190435001,PIT TRENCH SAMPLE,0,0.1,1,7,2007190435002,AUGER SAMPLE,0.8,0.9,1,8
field,2007190436,,TS0610,-33.759,121.56,11,15.12.2007,11:55,WA,Esperance,alluvial terrace,over bank stream flow,,1 0 0 Conservation and Natural Environments,,3 2 0 Dryland Grazing modified pastures,5 2 2 Cattle,Nil,2007190436001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190436002,AUGER SAMPLE,0.6,0.8,1,7.5
field,2007190437,,TS0357,-23.624,117.587,286,08.05.2008,07:46,WA,Turee Creek,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190437001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190437002,AUGER SAMPLE,0.6,0.9,1,8
field,2007190438,,TS0900,-16.857,145.715,4,08.10.2007,14:30,QLD,Cairns,alluvial plain,over bank stream flow,,4 3 0 Irrigated cropping,4 3 5 Irrigated sugar,4 3 0 Irrigated cropping,4 3 5 Irrigated sugar,Within 300m of major Highway,2007190438001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190438002,AUGER SAMPLE,0.49,0.76,1,5
field,2007190439,,TS0130,-34.528,138.462,22,16.07.2007,15:00,SA,Adelaide,flood plain,over bank stream flow,,3 2 0 Dryland Grazing modified pastures,,3 3 0 Dryland Cropping,3 3 1 Dryland cereals,Sprayed 24 hours ago,2007190439001,PIT TRENCH SAMPLE,0.05,0.1,1,5,2007190439002,AUGER SAMPLE,0.65,0.85,1,7.5
field,2007190441,,TS0769,-20.452,137.838,205,19.05.2008,12:10,NT,Avon Downs,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,None,2007190441001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190441002,AUGER SAMPLE,0.6,0.8,1,5.5
field,2007190442,,TS0854,-25.768,137.232,56,10.05.2008,15:30,NT,Simpson Desert South,aeolian landforms,sand deposition wind,water,1 0 0 Conservation and Natural Environments,,,,None,2007190442001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190442002,AUGER SAMPLE,0.6,0.85,1,5.5
field,2007190444,,TS1249,-32.493,149.269,391,11.03.2008,13:40,NSW,Dubbo,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,Fence nearby 5m  dirt track also 10m away ,2007190444001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190444002,AUGER SAMPLE,0.52,0.68,1,6.5
field,2007190445,,TS0970,-20.699,141.493,122,27.09.2007,09:15,QLD,Julia Creek,flood plain,channelled stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,1km upstream from railway and road,2007190445001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190445002,AUGER SAMPLE,0.56,0.81,1,8.5
field,2007190446,,TS0113,-26.372,136.915,34,08.08.2009,,SA,Poolowanna,longitudinal dunefield,sand deposition wind,sheet flow  sheet or surface wash,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,None,2007190446001,PIT TRENCH SAMPLE,0.05,0.1,1,9,2007190446002,PIT TRENCH SAMPLE,0.45,0.5,1,9
field,2007190447,,TS1132,-27.529,144.085,145,08.06.2008,15:28,QLD,Toompine,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,Possible animal droppings ,2007190447001,PIT TRENCH SAMPLE,0,0.1,1,8,2007190447002,AUGER SAMPLE,0.65,0.89,1,6
field,2007190448,,TS0808,-22.912,132.272,600,30.05.2008,11:34,NT,Hamelton Downs,flood plain,dust deposition wind,detrital deposition still water,2 1 0 Grazing natural vegetation,,,,,2007190448001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190448002,AUGER SAMPLE,0.6,0.7,1,8
field,2007190450,,TS0589,-32.113,123.74,157,23.01.2008,09:25,WA,Balladonia,peneplain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007190450001,PIT TRENCH SAMPLE,0,0.1,1,8.5,2007190450002,AUGER SAMPLE,0.6,0.8,1,9
field,2007190451,,TS1091,-25.681,142.175,110,27.05.2008,10:10,QLD,Canterbury,alluvial swamp,channelled stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Nil,2007190451001,PIT TRENCH SAMPLE,0,0.1,1,8,2007190451002,AUGER SAMPLE,0.61,0.86,1,8.5
field,2007190452,,TS1312,-36.516,150.031,15,28.11.2007,16:30,NSW,SJ/56-1 Unnamed,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,natural ledge bank  crop paddocks of lucerne nearby  minimal contamination  clean site,2007190452001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190452002,AUGER SAMPLE,0.63,0.91,1,6
field,2007190453,,TS0901,-16.993,144.302,217,05.10.2007,14:30,QLD,Mossman,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Cattle Tracks,2007190453001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190453002,AUGER SAMPLE,0.3,0.4,1,6
field,2007190454,,TS0053,-30.544,131.061,116,20.06.2009,,SA,Ooldea,pediplain,sheet flow sheet or surface wash,wind,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,Transcontinental Railway line about 500m to the north ,2007190454001,PIT TRENCH SAMPLE,0.05,0.1,1,9.5,2007190454002,AUGER SAMPLE,0.5,0.7,1,9.5
field,2007190455,,TS0964,-20.67,147.658,126,07.08.2007,17:15,QLD,Bowen,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007190455001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190455002,AUGER SAMPLE,0.64,0.92,1,5.5
field,2007190456,,TS0462,-29.618,120.93,374,05.03.2008,07:15,WA,Menzies,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190456001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190456002,AUGER SAMPLE,0.6,0.9,1,8
field,2007190457,2007191004,TS0124,-35.54,138.577,30,27.06.2008,13:15,SA,Barker,flood plain,over bank stream flow,,3 2 0 Dryland Grazing modified pastures,5 2 2 Cattle,3 2 0 Dryland Grazing modified pastures,5 2 2 Cattle,Powerline galvanised components 50m downstream  fence 25m,2007190457001,PIT TRENCH SAMPLE,0.05,0.15,1,6,2007190457002,AUGER SAMPLE,0.6,0.9,1,6
field,2007190458,2007190774,TS0927,-18.561,140.719,29,21.09.2007,09:00,QLD,Donors Hill,alluvial plain,over bank stream flow,rilling/gullying,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,gt100m upstream from track,2007190458001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190458002,AUGER SAMPLE,0.63,0.78,1,6.5
field,2007190459,,TS0600,-32.789,118.591,263,11.12.2007,09:10,WA,Hyden,flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,3 3 0 Dryland Cropping,3 3 1 Dryland cereals,Nil,2007190459001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190459002,AUGER SAMPLE,0.5,0.7,1,8
field,2007190461,,TS0460,-29.479,125.171,207,09.07.2008,13:40,WA,Plumridge,flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,Nil,2007190461001,PIT TRENCH SAMPLE,0,0.1,1,8,2007190461002,AUGER SAMPLE,0.6,0.9,1,7
field,2007190462,,TS1356,-37.477,149.643,13,01.04.2008,09:00,VIC,Mallacoota,alluvial plain,over bank stream flow,,3 2 0 Dryland Grazing modified pastures,,1 0 0 Conservation and Natural Environments,,Cow manure in paddock  not ideal flood sediments high percentage of very fine sand,2007190462001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190462002,AUGER SAMPLE,0.56,0.92,1,5.5
field,2007190463,,TS0932,-18.9,144.987,415,06.10.2007,14:10,QLD,Einasleigh,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,,,2007190463001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190463002,AUGER SAMPLE,0.57,0.65,1,4.5
field,2007190465,,TS0754,-19.63,135.672,222,07.10.2007,15:15,NT,Alroy,floodout,detrital deposition still water,,1 0 0 Conservation and Natural Environments,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190465001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190465002,AUGER SAMPLE,0.59,0.7,1,8.5
field,2007190466,,TS0022,-32.284,134.926,84,25.09.2009,,SA,Streaky Bay,peneplain,sheet flow sheet or surface wash,over bank stream flow,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,None,2007190466001,PIT TRENCH SAMPLE,0.05,0.1,1,8,2007190466002,PIT TRENCH SAMPLE,0.65,0.7,1,9
field,2007190467,,TS0710,-16.516,137.531,7,17.07.2008,09:45,NT,Robinson River,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,None,2007190467001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190467002,AUGER SAMPLE,0.4,0.5,1,5.5
field,2007190468,,TS0718,-17.264,133.456,218,24.05.2008,17:15,NT,Newcastle Waters,alluvial plain,sheet flow sheet or surface wash,,2 1 0 Grazing natural vegetation,,,,250 m upstream from a bridge on Stuart Hwy,2007190468001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190468002,AUGER SAMPLE,0.6,0.75,1,5.5
